numofMFCC,n_fft,Hop_length,Best_hyperparameters,test_accuracy,time
13,2048,1024,"{'C': 0.1, 'kernel': 'rbf'}",0.7971014492753623,74.85612058639526
20,2048,1024,"{'C': 0.1, 'kernel': 'poly'}",0.7971014492753623,80.3150372505188
40,2048,1024,"{'C': 0.1, 'kernel': 'rbf'}",0.8065217391304348,112.08986759185791
80,2048,1024,"{'C': 0.1, 'kernel': 'poly'}",0.8199275362318841,237.90862274169922
