numofMFCC,n_fft,Hop_length,test_accuracy,macro_f1,time
13,1024,256,0.85,0.818889421305852,1.3909449577331543
20,1024,256,0.8532608695652174,0.8218266153373222,1.7733488082885742
40,1024,256,0.8543478260869565,0.8219735322622559,2.137007713317871
80,1024,256,0.8605072463768116,0.8270461261816049,2.0577480792999268
