numofMFCC,n_fft,Hop_length,test_accuracy,macro_f1,time
13,2048,512,0.6659420289855073,0.6220505732837182,0.04736495018005371
20,2048,512,0.7014492753623188,0.6579563376077305,0.06648659706115723
40,2048,512,0.7521739130434782,0.7003003133001119,0.11610007286071777
80,2048,512,0.7782608695652173,0.734100034430562,0.36786770820617676
