numofMFCC,n_fft,Hop_length,test_accuracy,macro_f1,time
13,2048,512,0.8478260869565217,0.8165750712488538,1.0004377365112305
20,2048,512,0.8539855072463768,0.8220617330306,1.4873623847961426
40,2048,512,0.856159420289855,0.8228319883660369,1.8882956504821777
80,2048,512,0.8579710144927536,0.8229172682084581,2.29205060005188
