numofMFCC,n_fft,Hop_length,test_accuracy,macro_f1,time
13,2048,1024,0.6659420289855073,0.6228223645197373,0.05409359931945801
20,2048,1024,0.7036231884057971,0.6600211004143312,0.06680631637573242
40,2048,1024,0.7543478260869565,0.7031816887995567,0.14183497428894043
80,2048,1024,0.7771739130434783,0.7326926824145756,0.35077595710754395
