numofMFCC,n_fft,Hop_length,test_accuracy,macro_f1,time
13,2048,1024,0.8496376811594203,0.8176212756101408,1.0035803318023682
20,2048,1024,0.8481884057971014,0.8147257429301823,1.3687336444854736
40,2048,1024,0.8539855072463768,0.8199403399391291,2.0682902336120605
80,2048,1024,0.8565217391304348,0.8222958548620999,2.2332465648651123
