numofMFCC,n_fft,Hop_length,test_accuracy,macro_f1,time
13,1024,256,0.6670289855072464,0.6256544293417406,0.15455985069274902
20,1024,256,0.7050724637681159,0.6634996205362588,0.14543747901916504
40,1024,256,0.7554347826086957,0.7074445781131127,0.13827776908874512
80,1024,256,0.7807971014492754,0.7370930289002744,0.25620532035827637
