numofMFCC,n_fft,Hop_length,test_accuracy,macro_f1,time
13,1024,512,0.6684782608695652,0.6276446067055373,0.05808615684509277
20,1024,512,0.7036231884057971,0.6622775161323342,0.10299134254455566
40,1024,512,0.755072463768116,0.7051675262620686,0.13461017608642578
80,1024,512,0.7822463768115943,0.7402713503647029,0.3407783508300781
