numofMFCC,n_fft,Hop_length,Best_hyperparameters,test_accuracy,time
13,2048,512,"{'C': 0.1, 'kernel': 'poly'}",0.7840579710144927,75.0331723690033
20,2048,512,"{'C': 0.1, 'kernel': 'poly'}",0.7963768115942029,79.63504791259766
40,2048,512,"{'C': 0.1, 'kernel': 'rbf'}",0.8061594202898551,119.45438623428345
80,2048,512,"{'C': 0.1, 'kernel': 'poly'}",0.8210144927536231,284.29363918304443
